Hotel Name,Hotel Review Page,Guest Name,Review Date,Hotel Review
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Bhavya,18 Jun,Was a very great stay. The services provided were remarkable. The rooms had all the facilities.the room service was very efficient. The staff were extremely courteous. The resort also has a direct access to the beach. If someone wants the best of everything please do visit this\u2026
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Ashok,18 Jun,"I cannot forget lovely time spent with my friends at holiday Inn Resort. It has very big coast line than they also have 3resturants which serves amazing food,they also have a very good staf. I had a really  good time there."
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Madhav,18 Jun,"We loved the property, the best and nice stay I had. We just loved it. The food ND the service was excellent. We will definitely come again. Now this resort is confirmed. We really had an amazing stay."
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Arnav,19 Jun,"Whispering Resort is a beautiful  Resort. It's a relaxig place.  The food was excellent. We liked their pool, garden.  Evening entertainment was good. We enjoyed all this very much.    We will definitely come here again."
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Subhash m,n 2019,"We the two couples, Modis from Kenya and Pattanis from Uk had three day joyful and wonderful stay at the famous and one of the finest Beach Resorts in Goa thanks to the caring and respectful Management and staff for looking after us very well. The hotel is nearby the magnificent\u2026"
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Jeet b,14 Jun,"Stayed there for 3 nights in June 2019. Good location, close to Candolim Beach. We booked Studio Room. Room is big enough but unhygienic. Floor remains watery and damp. Room service, Housekeeping are not up to the mark. Best part of this hotel is food. Variety and taste both are\u2026"
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Mayank,14 Jun,"Easily the worst hotel we have ever stayed in. This is our 3rd trip to Goa, Candolim over the last 3 years and trust me there are far better properties in the vicinity. Pictures on the site are deceiving - the real hotel is in dumps. Rooms are small, bathrooms are smelly, lobby\u2026"
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,kulpreets2018,13 Jun,"If I could I will give Zero or minus stars to the hotel I would .Firstly dnt go by the pics everything is a lie . The Hotel , The rooms and restaurants are bad . Service is terrible we were to stay for 4 nights but checked out 2 nights earlier all 3 families. I think whatever\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Kuldeepak,terday,We had an excellent stay at your resort.Found the place very peaceful and relaxing.Food is good and staff is really nice and cooperative especially Mr.Vishnu.Thanks a lot for the wonderful time spent.
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,divya b,terday,"Amazing stay, must consider whenever travel to goa, Nice view from the room. I quite like the service of the hotel. The staff was very helpful. Even the food tasted perfect. You should definitely recommend this place whenever you travel."
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Baljitsingh,20 Jun,"As per my opinion this property is too expensive against its prices balance. while booking our room it was showing a totally different one. The room which we got was small. room,minibar and washroom was not that clean. For the price we have paid, we are just disappointed.  room\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Anu,20 Jun,Pathetic service  Ambiance was good ....Beautiful beach.....but service was pathetic.There was a lot of mismanagement during breakfast. Even the service was not good. Tea and bath essential were not provided even after a few reminders. Didn't expect such a poor service from a\u2026
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Sukriti K,19 Jun,"The stay was awesome. Property is good with many activities. Best part was the Utorda beach which is connected to the resort. The cleanest beach I have seen in Goa. Really enjoyed here. Staff was humble. We got connected to suvarna, very kind and helpful. Buffet had variety of\u2026"
Sonesta Inns Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315628-Reviews-or0-Sonesta_Inns_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Mukta A,12 Jun,"Rooms - nicely done, spacious and clean.  Garden - The garden area and the palm tree makes it more attractive.  Break Fast - Very Limited items, choice of menu was poor without feel. The area of breakfast has no AC. timing very early Staff - No smile on anyones face starting\u2026"
Sonesta Inns Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315628-Reviews-or0-Sonesta_Inns_Resort-Candolim_Bardez_North_Goa_District_Goa.html,HesterDundee_Angus,n 2019,"Just arrived home from our seventh stay at the Sonesta. This was the first hotel we booked in Goa. It is so perfect for us we have never tried anywhere else. The combination of setting, ambience and wonderful staff make it unbeatable. Of course our rooms are already booked for\u2026"
Sonesta Inns Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315628-Reviews-or0-Sonesta_Inns_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Debasmita M,3 Jun,"I have travelled both in and outside the country, and for the first time came across a resort which has what it takes to be the best. I will start with the cons as the rist of pros is pretty long. Cons:- 1.It is a little far from the main road. 2.Donot have a pool bar. 3.Donot\u2026"
Sonesta Inns Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315628-Reviews-or0-Sonesta_Inns_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Vishal Merai,y 2019,"Great experience stayed there for couple of days in May. Very beautiful infra, spacious rooms with all the required amenities and very close to the beach. The staff was very helpful, supportive and humble."
Sonesta Inns Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315628-Reviews-or0-Sonesta_Inns_Resort-Candolim_Bardez_North_Goa_District_Goa.html,salok20,y 2019,this was my 9th trip to goa and every time we use to stay at casa de goa hotel and its good hotel but this time we thought of booking sonesta inn after checking its reviews on tripadvisor.And we found Sonesta inn more  than what we expected. we got wow feeling . Excellent\u2026
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Aumaansh,terday,"Great stay always. Thank you for great Hospitality. Starting from Frontoffice, F&B , Chef, Banquets and Housekeeping team. Great food, swimming pool, view to Mountains and awesome view in evening.  Thank you all staff. Rio Rocks"
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Santosh kambli,19 Jun,"We went to Goa for a short weekend break three weeks back and stayed at Rio resort goa. It is an amazing resort, beyond words to explain. It was my first time at Rio, though had been to Goa before but had never experienced a Goa vacation like this before. Excellent food, amazing\u2026"
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,ankush s,17 Jun,"They have objections in almost everything . They don't even have a 24 hour kitchen and you cannot take food and beverages from outside.if you are hungry at night . U need to wait for breakfast or go out , have dinner and then sleep. Stupid policies. Been to Soo many hotels\u2026"
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Malcolm Fernandes,17 Jun,I am staying at rio resort with kfpl group .We have displayed our product in their banquet hall for sale . It's a nice hotel to stay with family also . I am enjoying my stay at rio. Food is very tasty  staff the at property Is helpful.
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Rahul,17 Jun,Booked rio resort from online and we got a very good deal .We stayed in the main building of resort rio .Rooms are too big and specious. Housekeeping does a good job. Breakfast was too good and we loved the variety .Special thanks to reception team for all their help .
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Prashanth,17 Jun,We were there at April 2019. It was for my Daughter's summer vacation in Goa. A nice welcome and gave us the best room. I do not have any negative feedback everything was positive. The best thing to lookout is the customer service which is at very high standards and the that\u2026
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,shadabansari236@gmail.com,15 Jun,Beautiful hotel with good food. Especially Mr Akhilesh from their team is really helpful along with other staff. Good cozy Rooms and a big swimming pool with quite and green surrounding makes it ideal for a liesure Traveller near Anjuna. Look forward to come again.
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Khushboo Oza,11 Jun,"Chose this property over others as it was Marriott. Would have got a better service and rooms for the price we paid. We dint get rooms on time.AC was not efficiently working. Even after tellin them multiple times they were unable to rectify the AC, neither the room was changed.\u2026"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Shaziya Shaikh,10 Jun,Not a great property we thought it was Marriott properties hence booked it. But it came out to be nothing like Marriott at all not even close to the 1 star standard.  To start with when we reached they couldn\u2019t find your rooms reservation we had booked with make my trip.  We\u2026
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,nevillem79,5 Jun,"This review has been a little delayed but nonetheless worth the mention....   Excellent Value for money, very friendly effective staff. Front office and f&b staff are very energetic (seen the same staff working tirelessly from morning to night)  and prompt.  Property has started\u2026"
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,Palak,19 Jun,Thanks fahreneite for the pleasant stay.it was very peaceful weekend..closed to the beach and staff was very polite too..breakfast was up to the mark and receptionist was also helpful..would surely like to visit back at this hotel.thank you
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,sms60,4 Jun,"Very nice hygienic hotel Staff too good Room are very convincing Live to visit again Pls provide some nice provision near beach to sit Other all facilities are nice Swiming pool is nice but for kids it's, there should be small also"
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,mathew74mg,4 Jun,"Great location, nice aesthetics and large rooms. Courteous staff and wonderful front office. Access to beach. Nice food and very good breakfast.Free jacuzzi @ poolside and well maintained pool.  My family loved the stay especially kids. The Bose speakers/system inside the room\u2026"
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,Disha Aggarwal,3 Jun,My stay in Fahrenheit was very nyc. Mr. Vinayak took special efforts to make the stay comfortable and memorable one.. He arranged a special and nyc candlelight dinner too. Looking forwars to visit again in future. Warm regards Disha
Fahrenheit Hotels and Resorts,https://www.tripadvisor.in/Hotel_Review-g635747-d2073429-Reviews-or0-Fahrenheit_Hotels_and_Resorts-Baga_North_Goa_District_Goa.html,Scenic793245,1 Jun,"Excellent \U0001f44c hospitality, highly delicious food & lovely property. Amazing suits & cozy ambience. Hangout places & beaches are near to the resort.  P.S.Note: Staff Pampers you a lot. you will Enjoy. Kidnap the Chef."
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Dinesh Kumar,19 Jun,"We had come for business visit and had booked deluxe rooms but were upgraded to executive rooms. The check inn process and formalities was administered conveniently, in a jiffy without much fuss by front office reception staff \u2013 Sanjib.   The location of the property is good but\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,SandraandChris,r 2019,"We stayed at this hotel for three weeks. We arrived in the early hours of the morning and were met with a hot chocolate and chicken sandwiches. We had stayed here before and our travel agent had requested a first floor room for us, we found we had been given an upgraded room and\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Sid,19 Jun,We did not get the category of room which we had booked . We got a lower end category room for the price we paid. We got fooled and we did not get space to keep our luggage. Breakfast was not good too.NOT SATISFIED BY RADISSON NAME.  RADISSON BLU IS MUCH BETTER IN BANGALORE 
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,PreetiW,17 Jun,"We just came back on 15th Jun and had an awesome stay. We arrived at 930 AM much earlier than the check in time but the staff was really helpful and we were immediately given our room, In fact we were upgraded to a pool side facing room with no extra cost. Good food and service.\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,tomatodelhi,11 Jun,Internet was a major issue Room service slow Bathroom was so bad that every time we took a shower the entire bathroom was filled with water.. Despite repeatedcomplants nothing was done to improve it. They just came and cleaned it
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,kumar gourav,18 Jun,"I Booked to stay 4 night  in this hotel  it was very near Miramar beach and the  the staff were very helpful and gave us excellent service. Special thanks to Mr.Subrato, The rooms were very spacious and the showers plus balconies, although we did not have sea facing rooms.\u2026"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Anand N,17 Jun,"A beautiful hotel in Miramar.It was a pleasant stay. The rooms are really big, clean and spacious. Staff very friendly and helpful. Breakfast with lot of variety. Its a best place for a family. Though the poll is small you can enjoy."
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Anna,15 Jun,"The hotel staff is extremely helpful. Food is good and room service is prompt. However, public transport near the hotel is difficult to avail because of its location. Overall, it was a comfortable and pleasant stay for family."
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Raul F,12 Jun,"A nice cosy hotel in Miramar. However they need to upgrade their lobby and restaurant. It does not give the right impression of their rooms. The rooms are really big, clean and spacious. The bathrooms are well equipped but they need to improve the hot water supply and need to\u2026"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,SanjuS,12 Jun,"Very Closed to Mira Mar Beach, this hotel is great value for money. It offers good spacious rooms, nicely decorated (Tough not exceptional). Food is also very good. Hospitality and staff smiles are their high points. Tough within the confines of the city, it still offers a very\u2026"
Heritage Village Resort & Spa Goa,https://www.tripadvisor.in/Hotel_Review-g312681-d477582-Reviews-or0-Heritage_Village_Resort_Spa_Goa-Cansaulim_South_Goa_District_Goa.html,william030,terday,I visited this place with my wife and kids and it was really a great holiday to cherish.The staff are really polite and very helpful. I would like to mention the names of some of your staff who are assets to your organization like Salomi from the front office who did a wonderful\u2026
Heritage Village Resort & Spa Goa,https://www.tripadvisor.in/Hotel_Review-g312681-d477582-Reviews-or0-Heritage_Village_Resort_Spa_Goa-Cansaulim_South_Goa_District_Goa.html,ramakant,20 Jun,"Good for a family stay. Extremely Courteous staff at reception, in the restaurant as well as the housekeeping staff. Restaurant and morning breakfast is excellent. Would certainly love to visit this place again "
Heritage Village Resort & Spa Goa,https://www.tripadvisor.in/Hotel_Review-g312681-d477582-Reviews-or0-Heritage_Village_Resort_Spa_Goa-Cansaulim_South_Goa_District_Goa.html,Joanne L,18 Jun,"lovely place, relaxing. cant speak highly enough of the staff. nothing too much trouble. food very good. overall cleanliness very good. very impressed with the gala dinner out side twice a week. thoroughly enjoyed  "
Heritage Village Resort & Spa Goa,https://www.tripadvisor.in/Hotel_Review-g312681-d477582-Reviews-or0-Heritage_Village_Resort_Spa_Goa-Cansaulim_South_Goa_District_Goa.html,YPK2013,17 Jun,"This was our 12th consecutive year of stay at HVC, which has now become synonymous with Goa for our family. To successfully maintain high levels of consistency in hospitality, whether it is food, service, amenities, maintenance, is a commendable job.     The entire team at HVC\u2026"
Heritage Village Resort & Spa Goa,https://www.tripadvisor.in/Hotel_Review-g312681-d477582-Reviews-or0-Heritage_Village_Resort_Spa_Goa-Cansaulim_South_Goa_District_Goa.html,Neha B,12 Jun,"The resort has very good facilities to enjoy your stay in Goa.The ambience is very calm and soothing, the beach is close and have good swimming pool. The best part we enjoyed here is e biking trail which took us on village trail.The trail was very pleasant to see the Goa village\u2026"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Rahul Ranjan,16 Jun,"It is the best place to stay. This is situated near the beach and it is available at lower cost. So this is the nice place. That's why anyone wants to visit the beach, this is the best place to stay ."
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Armaan,15 Jun,"Lovely place to visit for nature lovers.The resort looks same as the pics mentioned.Co-operative staff at Reception(Rima),watchman,restaurant,room keeping.Very close to beach.You can rent a scooty from nearby residents and explore south Goa."
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Jason L,13 Jun,"And here\u2019s why, I have always believed that good customer service can fix any problem. But I stand correct after my stay at the Regenta Resort.   We arrive at the hotel at 4PM, only be be informed one of the two rooms is not ready yet, since the AC is not working. 15 Min later\u2026"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,rajan,12 Jun,"nice hotel ,near to the beach in walking distance just few minutes  .good food qualityat average price  with helpful staff.Mr patel very helpful with his team . Some maintenance work  and cleaning need to improve."
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Sridhar Rao,6 Jun,"One of the best property and near to beach, got a nice welcome from the team especially Rima, she explained everything about the property and taken care of our stay most memorable, thanks for the property and Rima."
Coconut Creek,https://www.tripadvisor.in/Hotel_Review-g1092070-d307318-Reviews-or0-Coconut_Creek-Bogmalo_South_Goa_District_Goa.html,DreamerDisha,terday,"The resort is located in 10 minute distance from the airport and a good resort in Bogmalo. The rooms had all the basic amenities and the staff was polite. It is connected to the Bogmalo beach and hence a good play to stay if you want a calm, less activity free holiday.  However,\u2026"
Coconut Creek,https://www.tripadvisor.in/Hotel_Review-g1092070-d307318-Reviews-or0-Coconut_Creek-Bogmalo_South_Goa_District_Goa.html,Andrea,7 Jun,"Me and my Fiance had just a one day stay at Coconut Creek Resort, but I must say it was a very pleasant & beautiful stay at the hotel. The surrounding of the Hotel is breathtaking amidst tall grown coconut trees, blended in well with the name of Resort. Beautifully maintained,\u2026"
Coconut Creek,https://www.tripadvisor.in/Hotel_Review-g1092070-d307318-Reviews-or0-Coconut_Creek-Bogmalo_South_Goa_District_Goa.html,TashtashUK,y 2019,Coconut creek was an absolute gem of a small boutique-feel resort.  The grounds are very pretty and well kept. Pool is a great size for the property and the facilities are what you\u2019d expect. It\u2019s next to the airport so you can hear the odd larger jets taking off but it\u2019s\u2026
Coconut Creek,https://www.tripadvisor.in/Hotel_Review-g1092070-d307318-Reviews-or0-Coconut_Creek-Bogmalo_South_Goa_District_Goa.html,Claire B,r 2019,"Coconut Creek Resort is a wonderful place to stay. The staff are sweet, polite and super helpful. The environment is gorgeous, with its beautiful pool and lush green gardens.   Our room had a lovely terrace overlooking a lotus filled stream, it was big enough to roll out my yoga\u2026"
Coconut Creek,https://www.tripadvisor.in/Hotel_Review-g1092070-d307318-Reviews-or0-Coconut_Creek-Bogmalo_South_Goa_District_Goa.html,Han,r 2019,"We chose Coconut Creek for the start and end to our trip to Goa and it was absolutely wonderful, the staff were all so helpful and the owners went the extra mile when our return flights home got cancelled, the rooms were spacious and comfortable, the pool was perfect and it was\u2026"
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,Pfutsero,4 Jun,"I must clarify at the outset that its an economical place to check into . Booked for 4 nights,but vacated after 2 days only (foregoing an entire 2 days advance payment made) & ran away to an expensive hotel.!!!! Images on web are hallucinating, never in life been fooled by\u2026"
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,Coastal62525121262,y 2019,Sry to say will not recommend Casablanca to anyone. Not value for money hotel.  Staff is not co-operative at all. Goa is a place of outings. Uhhh pool timing starts at 10 am when everybody goes out. It's of no use. Kids r very disappointed for the same.  Hand towel is also not\u2026
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,manoj u,y 2019,The pool timing is very late 10AM The staff Is not co operating us after requesting many times .They are not  giving hand towel . The sevice is also okay. Breakfast has  limited dishes . Suet room is good
